"","x"
"einst",0.37912745936698
"ward",0.344494684101185
"entgegen",0.342857142857143
"ewig",0.333166320420384
"zukunft",0.324147623121105
"gemüt",0.318623976536722
"gefühl",0.312000488818282
"herzen",0.309971892948796
"brief",0.302602957350605
"schmerz",0.301930832213125
"freundin",0.296993767566907
"bild",0.295527312721496
"indeß",0.292582182573628
"brust",0.287364047415373
"fühlte",0.271562996456067
"briefe",0.269375534644996
"fremd",0.265098374679213
"nie",0.26014908957595
"gegenwart",0.255358670414274
"schnell",0.252450201637541
"tränen",0.252083587926188
"herz",0.249749480630576
"sehnsucht",0.24968837834535
"tief",0.247488696077233
"auge",0.24640107540022
"stille",0.242869363314188
"sinn",0.241916167664671
"ruhe",0.240217524135403
"fühle",0.23920322620066
"ach",0.238469998777954
"blick",0.238103385066601
"lage",0.234974948063058
"längst",0.234547232066479
"jetzt",0.234009531956495
"lebens",0.231687645117928
"schicksal",0.230098985702065
"kind",0.229341317365269
"eilte",0.226445069045582
"gern",0.225369668825614
"freude",0.223964316265428
"geliebten",0.223744348038617
"stillen",0.219357203959428
"trost",0.218245142368325
"mutter",0.2163143101552
"seit",0.214640107540022
"dasein",0.213906880117316
"wunsch",0.210069656605157
"teilnahme",0.209018697299279
"andenken",0.206721251374801
"sank",0.205377001099841
"still",0.204839300989857
"überall",0.204216057680557
"gestalt",0.203042893804228
"fest",0.20136869118905
"angst",0.200134425027496
"schweigend",0.19995111817182
"herzens",0.198802395209581
"reise",0.198203592814371
"fern",0.19800806550165
"anblick",0.197494806305756
"oft",0.19676157888305
"treue",0.196492728828058
"lieben",0.195686178663082
"seele",0.195539533178541
"meines",0.195234021752414
"vermochte",0.194500794329708
"dennoch",0.194060857876085
"kindheit",0.19349871685201
"verhältniß",0.191910057436148
"vergangenheit",0.191824514236832
"fremden",0.1901625320787
"jedem",0.187755102040816
"stimmung",0.187535133814005
"trennung",0.187107417817426
"innern",0.186704142734938
"freuden",0.186520835879262
"tod",0.18567762434315
"umgebungen",0.185384333374068
"o",0.185176585604302
"nähe",0.1849321764634
"einsamkeit",0.184834412807039
"gemahl",0.183514603446169
"mußte",0.182793596480508
"erscheinung",0.18241476231211
"seligkeit",0.182353660026885
"geliebt",0.182353660026885
"ernst",0.181730416717585
"darf",0.181449346205548
"ueberzeugung",0.179005254796529
"vermag",0.178235366002689
"plötzlich",0.177929854576561
"blieb",0.176524502016375
"ruhig",0.175937920078211
"vorüber",0.175925699621166
"schmerzlich",0.174165953806672
"freundlich",0.172064035194916
"fühlen",0.171587437370158
"unwillkührlich",0.171343028229256
"mehrere",0.16993767566907
"hin",0.169534400586582
"gestern",0.169473298301356
"loos",0.168483441280704
"kalt",0.168349016253208
"manches",0.168067945741171
"bestimmt",0.16595380667237
"willen",0.165770499816693
"hoffnungen",0.165550531589881
"eigentlich",0.165452767933521
"wesen",0.165245020163754
"kraft",0.165135036050348
"wußte",0.164866185995356
"erwiederte",0.16475620188195
"wünsche",0.164743981424905
"deiner",0.163974092631064
"trüben",0.163827447146523
"vaters",0.163277526579494
"stimme",0.162947574239277
"liebe",0.162727606012465
"blos",0.162593180984969
"halb",0.162568740070879
"krankheit",0.162202126359526
"je",0.16201881950385
"blumen",0.161896614933399
"schreiben",0.161542221679091
"tagen",0.161102285225467
"schonung",0.160344616888672
"spät",0.160087987290725
"freunde",0.159806916778688
"laut",0.159733594036417
"liebt",0.159171453012343
"eindruck",0.159134791641207
"wehmut",0.158841500672125
"verhältnisse",0.157814982280337
"geheimniß",0.156910668459
"streben",0.15688622754491
"bleiben",0.156495172919467
"bleibt",0.156336306977881
"fremde",0.156299645606746
"gefühle",0.156275204692656
"rührung",0.156226322864475
"deine",0.156030795551754
"drang",0.155774165953807
"dein",0.155407552242454
"pflicht",0.155370890871319
"weib",0.155273127214958
"erkannte",0.155028718074056
"blickte",0.154515458878162
"erschüttert",0.153757790541366
"hülfe",0.153684467799096
"unruhe",0.15362336551387
"jugend",0.153440058658194
"stunden",0.152865697177074
"trat",0.152450201637541
"tage",0.152205792496639
"nahen",0.151924721984602
"beruhigen",0.151924721984602
"vergessen",0.151167053647806
"höchst",0.151130392276671
"gabriele",0.151020408163265
"gabrielens",0.151020408163265
"fassung",0.150458267139191
"kannte",0.149602835146034
"freudig",0.149529512403764
"wagen",0.149321764633997
"weinte",0.148576316754247
"abreise",0.148564096297201
"jede",0.148283025785164
"durfte",0.148234143956984
"verwandten",0.147977514359037
"blicke",0.147500916534278
"sonst",0.147464255163143
"kampf",0.147183184651106
"meiner",0.146694366369302
"gott",0.14640107540022
"jedes",0.146168886716363
"engel",0.146022241231822
"ahnung",0.145948918489552
"zimmer",0.145117927410485
"gabrielen",0.144897959183673
"heilig",0.144824636441403
"krank",0.144079188561652
"vergebens",0.143541488451668
"gräfin",0.143407063424172
"zurück",0.142869363314188
"dich",0.142123915434437
"mut",0.142087254063302
"moment",0.141341806183551
"wehmütig",0.141109617499695
"betragen",0.141085176585604
"vieles",0.141085176585604
"lebe",0.140535256018575
"dünkt",0.140119760479042
"lebte",0.139814249052915
"glaubte",0.138995478430893
"agathokles",0.138775510204082
"neben",0.138433337406819
"auguste",0.138421116949774
"ton",0.137871196382745
"trübe",0.137675669070023
"zuerst",0.1372357326164
"treuen",0.136526946107784
"gestalten",0.136490284736649
"arm",0.136355859709153
"neue",0.135928143712575
"denke",0.135805939142124
"gedanke",0.135659293657583
"freundes",0.135549309544177
"leise",0.135451545887816
"dort",0.135109373090554
"verlassen",0.135084932176463
"wahrscheinlich",0.134999388977148
"bewegt",0.134913845777832
"drückte",0.134901625320787
"leb",0.134498350238299
"lebt",0.134351704753758
"gatten",0.133019674935843
"augenblicke",0.132433092997678
