Source,Target,Weight,Type
Goethe_Wanderjahre_1821_4,Goethe_Lehrjahre_1795_18,10,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wahlverwandschaften_1809_1,2,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wahlverwandschaften_1809_4,1,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wahlverwandschaften_1809_7,16,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wanderjahre_1821_1,16,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wanderjahre_1821_2,53,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wanderjahre_1821_3,100,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wanderjahre_1821_5,9,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wanderjahre_1821_6,16,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wanderjahre_1821_7,7,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wanderjahre_1821_12,145,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wanderjahre_1821_13,77,undirected
Goethe_Wanderjahre_1821_4,Goethe_Wanderjahre_1821_14,31,undirected
Goethe_Wanderjahre_1821_5,Goethe_Lehrjahre_1795_18,3,undirected
Goethe_Wanderjahre_1821_5,Goethe_Wanderjahre_1821_1,108,undirected
Goethe_Wanderjahre_1821_5,Goethe_Wanderjahre_1821_2,6,undirected
Goethe_Wanderjahre_1821_5,Goethe_Wanderjahre_1821_4,9,undirected
Goethe_Wanderjahre_1821_5,Goethe_Wanderjahre_1821_8,59,undirected
Goethe_Wanderjahre_1821_5,Goethe_Wanderjahre_1821_9,14,undirected
Goethe_Wanderjahre_1821_5,Goethe_Wanderjahre_1821_10,62,undirected
Goethe_Wanderjahre_1821_6,Goethe_Lehrjahre_1795_14,1,undirected
Goethe_Wanderjahre_1821_6,Goethe_Lehrjahre_1795_16,1,undirected
Goethe_Wanderjahre_1821_6,Goethe_Lehrjahre_1795_18,6,undirected
Goethe_Wanderjahre_1821_6,Goethe_Wahlverwandschaften_1809_1,6,undirected
Goethe_Wanderjahre_1821_6,Goethe_Wahlverwandschaften_1809_2,8,undirected
Goethe_Wanderjahre_1821_6,Goethe_Wahlverwandschaften_1809_3,3,undirected
Goethe_Wanderjahre_1821_6,Goethe_Wahlverwandschaften_1809_4,10,undirected
Goethe_Wanderjahre_1821_6,Goethe_Wanderjahre_1821_2,1,undirected
Goethe_Wanderjahre_1821_6,Goethe_Wanderjahre_1821_3,44,undirected
Goethe_Wanderjahre_1821_6,Goethe_Wanderjahre_1821_4,16,undirected
Goethe_Wanderjahre_1821_6,Goethe_Wanderjahre_1821_7,79,undirected
Goethe_Wanderjahre_1821_6,Goethe_Wanderjahre_1821_14,23,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wahlverwandschaften_1809_3,2,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wahlverwandschaften_1809_4,1,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wahlverwandschaften_1809_6,37,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wahlverwandschaften_1809_7,4,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wanderjahre_1821_2,10,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wanderjahre_1821_4,7,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wanderjahre_1821_6,79,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wanderjahre_1821_8,106,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wanderjahre_1821_10,2,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wanderjahre_1821_11,3,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wanderjahre_1821_12,4,undirected
Goethe_Wanderjahre_1821_7,Goethe_Wanderjahre_1821_14,169,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wahlverwandschaften_1809_6,3,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wanderjahre_1821_2,2,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wanderjahre_1821_3,1,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wanderjahre_1821_5,59,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wanderjahre_1821_7,106,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wanderjahre_1821_9,24,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wanderjahre_1821_10,163,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wanderjahre_1821_12,3,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wanderjahre_1821_13,60,undirected
Goethe_Wanderjahre_1821_8,Goethe_Wanderjahre_1821_14,93,undirected
Goethe_Wanderjahre_1821_9,Goethe_Wahlverwandschaften_1809_1,2,undirected
Goethe_Wanderjahre_1821_9,Goethe_Wahlverwandschaften_1809_4,3,undirected
Goethe_Wanderjahre_1821_9,Goethe_Wanderjahre_1821_3,2,undirected
Goethe_Wanderjahre_1821_9,Goethe_Wanderjahre_1821_5,14,undirected
Goethe_Wanderjahre_1821_9,Goethe_Wanderjahre_1821_8,24,undirected
Goethe_Wanderjahre_1821_9,Goethe_Wanderjahre_1821_10,149,undirected
Goethe_Wanderjahre_1821_9,Goethe_Wanderjahre_1821_12,4,undirected
Goethe_Wanderjahre_1821_9,Goethe_Wanderjahre_1821_13,22,undirected
Goethe_Wanderjahre_1821_9,Goethe_Wanderjahre_1821_14,26,undirected
Goethe_Wanderjahre_1821_10,Goethe_Wahlverwandschaften_1809_1,1,undirected
Goethe_Wanderjahre_1821_10,Goethe_Wanderjahre_1821_5,62,undirected
Goethe_Wanderjahre_1821_10,Goethe_Wanderjahre_1821_7,2,undirected
Goethe_Wanderjahre_1821_10,Goethe_Wanderjahre_1821_8,163,undirected
Goethe_Wanderjahre_1821_10,Goethe_Wanderjahre_1821_9,149,undirected
Goethe_Wanderjahre_1821_10,Goethe_Wanderjahre_1821_14,42,undirected
Goethe_Wanderjahre_1821_11,Goethe_Lehrjahre_1795_1,7,undirected
Goethe_Wanderjahre_1821_11,Goethe_Lehrjahre_1795_13,4,undirected
Goethe_Wanderjahre_1821_11,Goethe_Wahlverwandschaften_1809_2,34,undirected
Goethe_Wanderjahre_1821_11,Goethe_Wahlverwandschaften_1809_3,12,undirected
Goethe_Wanderjahre_1821_11,Goethe_Wanderjahre_1821_1,131,undirected
Goethe_Wanderjahre_1821_11,Goethe_Wanderjahre_1821_7,3,undirected
Goethe_Wanderjahre_1821_11,Goethe_Wanderjahre_1821_12,112,undirected
Goethe_Wanderjahre_1821_11,Goethe_Wanderjahre_1821_13,97,undirected
Goethe_Wanderjahre_1821_12,Goethe_Lehrjahre_1795_1,1,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_1,15,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_2,17,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_3,59,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_4,145,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_7,4,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_8,3,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_9,4,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_11,112,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_13,19,undirected
Goethe_Wanderjahre_1821_12,Goethe_Wanderjahre_1821_14,8,undirected
Goethe_Wanderjahre_1821_12,Unger_Julchen-Gruenthal_1798_8,1,undirected
Goethe_Wanderjahre_1821_13,Goethe_Lehrjahre_1795_10,5,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wahlverwandschaften_1809_1,5,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wahlverwandschaften_1809_2,2,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wanderjahre_1821_2,6,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wanderjahre_1821_3,10,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wanderjahre_1821_4,77,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wanderjahre_1821_8,60,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wanderjahre_1821_9,22,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wanderjahre_1821_11,97,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wanderjahre_1821_12,19,undirected
Goethe_Wanderjahre_1821_13,Goethe_Wanderjahre_1821_14,52,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wahlverwandschaften_1809_2,1,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wahlverwandschaften_1809_3,14,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wahlverwandschaften_1809_4,1,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_1,6,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_2,10,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_3,35,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_4,31,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_6,23,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_7,169,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_8,93,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_9,26,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_10,42,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_12,8,undirected
Goethe_Wanderjahre_1821_14,Goethe_Wanderjahre_1821_13,52,undirected
Unger_Albert-und-Albertine_1804_1,Ahlefeld_Erna_1820_1,1,undirected
Unger_Albert-und-Albertine_1804_1,Unger_Albert-und-Albertine_1804_2,164,undirected
Unger_Albert-und-Albertine_1804_1,Unger_Albert-und-Albertine_1804_3,76,undirected
Unger_Albert-und-Albertine_1804_1,Unger_Albert-und-Albertine_1804_4,85,undirected
Unger_Albert-und-Albertine_1804_1,Unger_Julchen-Gruenthal_1798_3,2,undirected
Unger_Albert-und-Albertine_1804_2,Unger_Albert-und-Albertine_1804_1,164,undirected
Unger_Albert-und-Albertine_1804_2,Unger_Albert-und-Albertine_1804_3,120,undirected
Unger_Albert-und-Albertine_1804_2,Unger_Albert-und-Albertine_1804_4,76,undirected
Unger_Albert-und-Albertine_1804_3,Ahlefeld_Marie_Mueller_1799_4,2,undirected
Unger_Albert-und-Albertine_1804_3,Unger_Albert-und-Albertine_1804_1,76,undirected
Unger_Albert-und-Albertine_1804_3,Unger_Albert-und-Albertine_1804_2,120,undirected
Unger_Albert-und-Albertine_1804_3,Unger_Albert-und-Albertine_1804_4,172,undirected
Unger_Albert-und-Albertine_1804_3,Unger_Julchen-Gruenthal_1798_8,9,undirected
Unger_Albert-und-Albertine_1804_4,Ahlefeld_Marie_Mueller_1799_4,2,undirected
Unger_Albert-und-Albertine_1804_4,Unger_Albert-und-Albertine_1804_1,85,undirected
Unger_Albert-und-Albertine_1804_4,Unger_Albert-und-Albertine_1804_2,76,undirected
Unger_Albert-und-Albertine_1804_4,Unger_Albert-und-Albertine_1804_3,172,undirected
Unger_Albert-und-Albertine_1804_4,Unger_Julchen-Gruenthal_1798_1,1,undirected
Unger_Albert-und-Albertine_1804_4,Unger_Julchen-Gruenthal_1798_4,5,undirected
Unger_Albert-und-Albertine_1804_4,Unger_Julchen-Gruenthal_1798_6,4,undirected
Unger_Albert-und-Albertine_1804_4,Unger_Julchen-Gruenthal_1798_7,1,undirected
Unger_Bekenntnisse_1806_1,Buchholz_Giftmischerin_1803_1,9,undirected
Unger_Bekenntnisse_1806_1,Unger_Bekenntnisse_1806_2,148,undirected
Unger_Bekenntnisse_1806_1,Unger_Bekenntnisse_1806_3,61,undirected
Unger_Bekenntnisse_1806_1,Unger_Bekenntnisse_1806_4,97,undirected
Unger_Bekenntnisse_1806_2,Unger_Bekenntnisse_1806_1,148,undirected
Unger_Bekenntnisse_1806_2,Unger_Bekenntnisse_1806_3,144,undirected
Unger_Bekenntnisse_1806_2,Unger_Bekenntnisse_1806_4,135,undirected
Unger_Bekenntnisse_1806_3,Unger_Bekenntnisse_1806_1,61,undirected
Unger_Bekenntnisse_1806_3,Unger_Bekenntnisse_1806_2,144,undirected
Unger_Bekenntnisse_1806_3,Unger_Bekenntnisse_1806_4,132,undirected
Unger_Bekenntnisse_1806_4,Unger_Bekenntnisse_1806_1,97,undirected
Unger_Bekenntnisse_1806_4,Unger_Bekenntnisse_1806_2,135,undirected
Unger_Bekenntnisse_1806_4,Unger_Bekenntnisse_1806_3,132,undirected
Unger_Julchen-Gruenthal_1798_1,Unger_Albert-und-Albertine_1804_4,1,undirected
Unger_Julchen-Gruenthal_1798_1,Unger_Julchen-Gruenthal_1798_2,180,undirected
Unger_Julchen-Gruenthal_1798_1,Unger_Julchen-Gruenthal_1798_3,121,undirected
Unger_Julchen-Gruenthal_1798_1,Unger_Julchen-Gruenthal_1798_4,69,undirected
Unger_Julchen-Gruenthal_1798_1,Unger_Julchen-Gruenthal_1798_5,6,undirected
Unger_Julchen-Gruenthal_1798_1,Unger_Julchen-Gruenthal_1798_6,10,undirected
Unger_Julchen-Gruenthal_1798_1,Unger_Julchen-Gruenthal_1798_7,1,undirected
Unger_Julchen-Gruenthal_1798_1,Unger_Julchen-Gruenthal_1798_8,55,undirected
Unger_Julchen-Gruenthal_1798_1,Unger_Julchen-Gruenthal_1798_9,16,undirected
Unger_Julchen-Gruenthal_1798_2,Unger_Julchen-Gruenthal_1798_1,180,undirected
Unger_Julchen-Gruenthal_1798_2,Unger_Julchen-Gruenthal_1798_3,121,undirected
Unger_Julchen-Gruenthal_1798_2,Unger_Julchen-Gruenthal_1798_4,86,undirected
Unger_Julchen-Gruenthal_1798_2,Unger_Julchen-Gruenthal_1798_5,26,undirected
Unger_Julchen-Gruenthal_1798_2,Unger_Julchen-Gruenthal_1798_7,17,undirected
Unger_Julchen-Gruenthal_1798_3,Unger_Albert-und-Albertine_1804_1,2,undirected
Unger_Julchen-Gruenthal_1798_3,Unger_Julchen-Gruenthal_1798_1,121,undirected
Unger_Julchen-Gruenthal_1798_3,Unger_Julchen-Gruenthal_1798_2,121,undirected
Unger_Julchen-Gruenthal_1798_3,Unger_Julchen-Gruenthal_1798_4,60,undirected
Unger_Julchen-Gruenthal_1798_3,Unger_Julchen-Gruenthal_1798_5,31,undirected
Unger_Julchen-Gruenthal_1798_3,Unger_Julchen-Gruenthal_1798_6,39,undirected
Unger_Julchen-Gruenthal_1798_3,Unger_Julchen-Gruenthal_1798_7,46,undirected
Unger_Julchen-Gruenthal_1798_3,Unger_Julchen-Gruenthal_1798_8,51,undirected
Unger_Julchen-Gruenthal_1798_3,Unger_Julchen-Gruenthal_1798_9,1,undirected
Unger_Julchen-Gruenthal_1798_4,Unger_Albert-und-Albertine_1804_4,5,undirected
Unger_Julchen-Gruenthal_1798_4,Unger_Julchen-Gruenthal_1798_1,69,undirected
Unger_Julchen-Gruenthal_1798_4,Unger_Julchen-Gruenthal_1798_2,86,undirected
Unger_Julchen-Gruenthal_1798_4,Unger_Julchen-Gruenthal_1798_3,60,undirected
Unger_Julchen-Gruenthal_1798_4,Unger_Julchen-Gruenthal_1798_5,136,undirected
Unger_Julchen-Gruenthal_1798_4,Unger_Julchen-Gruenthal_1798_6,74,undirected
Unger_Julchen-Gruenthal_1798_4,Unger_Julchen-Gruenthal_1798_8,1,undirected
Unger_Julchen-Gruenthal_1798_4,Unger_Julchen-Gruenthal_1798_9,6,undirected
Unger_Julchen-Gruenthal_1798_5,Unger_Julchen-Gruenthal_1798_1,6,undirected
Unger_Julchen-Gruenthal_1798_5,Unger_Julchen-Gruenthal_1798_2,26,undirected
Unger_Julchen-Gruenthal_1798_5,Unger_Julchen-Gruenthal_1798_3,31,undirected
Unger_Julchen-Gruenthal_1798_5,Unger_Julchen-Gruenthal_1798_4,136,undirected
Unger_Julchen-Gruenthal_1798_5,Unger_Julchen-Gruenthal_1798_6,24,undirected
Unger_Julchen-Gruenthal_1798_5,Unger_Julchen-Gruenthal_1798_9,3,undirected
Unger_Julchen-Gruenthal_1798_6,Goethe_Lehrjahre_1795_12,23,undirected
Unger_Julchen-Gruenthal_1798_6,Unger_Albert-und-Albertine_1804_4,4,undirected
Unger_Julchen-Gruenthal_1798_6,Unger_Julchen-Gruenthal_1798_1,10,undirected
Unger_Julchen-Gruenthal_1798_6,Unger_Julchen-Gruenthal_1798_3,39,undirected
Unger_Julchen-Gruenthal_1798_6,Unger_Julchen-Gruenthal_1798_4,74,undirected
Unger_Julchen-Gruenthal_1798_6,Unger_Julchen-Gruenthal_1798_5,24,undirected
Unger_Julchen-Gruenthal_1798_6,Unger_Julchen-Gruenthal_1798_7,168,undirected
Unger_Julchen-Gruenthal_1798_6,Unger_Julchen-Gruenthal_1798_8,61,undirected
Unger_Julchen-Gruenthal_1798_6,Unger_Julchen-Gruenthal_1798_9,87,undirected
Unger_Julchen-Gruenthal_1798_7,Goethe_Lehrjahre_1795_12,5,undirected
Unger_Julchen-Gruenthal_1798_7,Unger_Albert-und-Albertine_1804_4,1,undirected
Unger_Julchen-Gruenthal_1798_7,Unger_Julchen-Gruenthal_1798_1,1,undirected
Unger_Julchen-Gruenthal_1798_7,Unger_Julchen-Gruenthal_1798_2,17,undirected
Unger_Julchen-Gruenthal_1798_7,Unger_Julchen-Gruenthal_1798_3,46,undirected
Unger_Julchen-Gruenthal_1798_7,Unger_Julchen-Gruenthal_1798_6,168,undirected
Unger_Julchen-Gruenthal_1798_7,Unger_Julchen-Gruenthal_1798_8,4,undirected
Unger_Julchen-Gruenthal_1798_7,Unger_Julchen-Gruenthal_1798_9,102,undirected
Unger_Julchen-Gruenthal_1798_8,Goethe_Wanderjahre_1821_12,1,undirected
Unger_Julchen-Gruenthal_1798_8,Unger_Albert-und-Albertine_1804_3,9,undirected
Unger_Julchen-Gruenthal_1798_8,Unger_Julchen-Gruenthal_1798_1,55,undirected
Unger_Julchen-Gruenthal_1798_8,Unger_Julchen-Gruenthal_1798_3,51,undirected
Unger_Julchen-Gruenthal_1798_8,Unger_Julchen-Gruenthal_1798_4,1,undirected
Unger_Julchen-Gruenthal_1798_8,Unger_Julchen-Gruenthal_1798_6,61,undirected
Unger_Julchen-Gruenthal_1798_8,Unger_Julchen-Gruenthal_1798_7,4,undirected
Unger_Julchen-Gruenthal_1798_8,Unger_Julchen-Gruenthal_1798_9,17,undirected
Unger_Julchen-Gruenthal_1798_9,Unger_Julchen-Gruenthal_1798_1,16,undirected
Unger_Julchen-Gruenthal_1798_9,Unger_Julchen-Gruenthal_1798_3,1,undirected
Unger_Julchen-Gruenthal_1798_9,Unger_Julchen-Gruenthal_1798_4,6,undirected
Unger_Julchen-Gruenthal_1798_9,Unger_Julchen-Gruenthal_1798_5,3,undirected
Unger_Julchen-Gruenthal_1798_9,Unger_Julchen-Gruenthal_1798_6,87,undirected
Unger_Julchen-Gruenthal_1798_9,Unger_Julchen-Gruenthal_1798_7,102,undirected
Unger_Julchen-Gruenthal_1798_9,Unger_Julchen-Gruenthal_1798_8,17,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_2,10,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_3,2,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_5,70,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_6,21,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_7,25,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_8,3,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_9,32,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_10,2,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_15,1,undirected
Wieland_Agathon_1794_1,Wieland_Agathon_1794_16,23,undirected
Wieland_Agathon_1794_2,Wieland_Agathon_1794_1,10,undirected
Wieland_Agathon_1794_2,Wieland_Agathon_1794_3,180,undirected
Wieland_Agathon_1794_2,Wieland_Agathon_1794_4,116,undirected
Wieland_Agathon_1794_2,Wieland_Agathon_1794_5,28,undirected
Wieland_Agathon_1794_3,Wieland_Agathon_1794_1,2,undirected
Wieland_Agathon_1794_3,Wieland_Agathon_1794_2,180,undirected
Wieland_Agathon_1794_3,Wieland_Agathon_1794_4,28,undirected
Wieland_Agathon_1794_3,Wieland_Agathon_1794_5,18,undirected
Wieland_Agathon_1794_3,Wieland_Agathon_1794_11,42,undirected
Wieland_Agathon_1794_4,Wieland_Agathon_1794_2,116,undirected
Wieland_Agathon_1794_4,Wieland_Agathon_1794_3,28,undirected
Wieland_Agathon_1794_4,Wieland_Agathon_1794_5,164,undirected
Wieland_Agathon_1794_4,Wieland_Agathon_1794_7,1,undirected
Wieland_Agathon_1794_4,Wieland_Agathon_1794_10,14,undirected
Wieland_Agathon_1794_4,Wieland_Agathon_1794_14,23,undirected
Wieland_Agathon_1794_4,Wieland_Agathon_1794_16,3,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_1,70,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_2,28,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_3,18,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_4,164,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_6,143,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_7,17,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_9,51,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_10,54,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_11,6,undirected
Wieland_Agathon_1794_5,Wieland_Agathon_1794_16,17,undirected
Wieland_Agathon_1794_6,Wieland_Agathon_1794_1,21,undirected
Wieland_Agathon_1794_6,Wieland_Agathon_1794_5,143,undirected
Wieland_Agathon_1794_6,Wieland_Agathon_1794_7,143,undirected
Wieland_Agathon_1794_6,Wieland_Agathon_1794_9,24,undirected
Wieland_Agathon_1794_6,Wieland_Agathon_1794_11,1,undirected
Wieland_Agathon_1794_6,Wieland_Agathon_1794_16,7,undirected
Wieland_Agathon_1794_6,Wieland_Peregrinus_1788_3,3,undirected
Wieland_Agathon_1794_6,Wieland_Peregrinus_1788_4,19,undirected
Wieland_Agathon_1794_7,Wieland_Agathon_1794_1,25,undirected
Wieland_Agathon_1794_7,Wieland_Agathon_1794_4,1,undirected
Wieland_Agathon_1794_7,Wieland_Agathon_1794_5,17,undirected
Wieland_Agathon_1794_7,Wieland_Agathon_1794_6,143,undirected
Wieland_Agathon_1794_7,Wieland_Agathon_1794_8,27,undirected
Wieland_Agathon_1794_7,Wieland_Agathon_1794_9,15,undirected
Wieland_Agathon_1794_7,Wieland_Agathon_1794_16,60,undirected
Wieland_Agathon_1794_7,Wieland_Peregrinus_1788_3,34,undirected
Wieland_Agathon_1794_7,Wieland_Peregrinus_1788_4,16,undirected
Wieland_Agathon_1794_7,Wieland_Peregrinus_1788_8,2,undirected
Wieland_Agathon_1794_8,Wieland_Agathon_1794_1,3,undirected
Wieland_Agathon_1794_8,Wieland_Agathon_1794_7,27,undirected
Wieland_Agathon_1794_8,Wieland_Agathon_1794_9,72,undirected
Wieland_Agathon_1794_8,Wieland_Agathon_1794_12,17,undirected
Wieland_Agathon_1794_8,Wieland_Agathon_1794_13,6,undirected
Wieland_Agathon_1794_8,Wieland_Agathon_1794_14,73,undirected
Wieland_Agathon_1794_8,Wieland_Agathon_1794_15,6,undirected
Wieland_Agathon_1794_8,Wieland_Peregrinus_1788_6,3,undirected
Wieland_Agathon_1794_8,Wieland_Peregrinus_1788_7,8,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_1,32,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_5,51,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_6,24,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_7,15,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_8,72,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_10,167,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_13,2,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_14,96,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_15,8,undirected
Wieland_Agathon_1794_9,Wieland_Agathon_1794_16,57,undirected
Wieland_Agathon_1794_10,Wieland_Agathon_1794_1,2,undirected
Wieland_Agathon_1794_10,Wieland_Agathon_1794_4,14,undirected
Wieland_Agathon_1794_10,Wieland_Agathon_1794_5,54,undirected
Wieland_Agathon_1794_10,Wieland_Agathon_1794_9,167,undirected
Wieland_Agathon_1794_10,Wieland_Agathon_1794_11,7,undirected
Wieland_Agathon_1794_10,Wieland_Agathon_1794_14,8,undirected
Wieland_Agathon_1794_10,Wieland_Agathon_1794_15,79,undirected
Wieland_Agathon_1794_10,Wieland_Agathon_1794_16,63,undirected
Wieland_Agathon_1794_11,Wieland_Agathon_1794_3,42,undirected
Wieland_Agathon_1794_11,Wieland_Agathon_1794_5,6,undirected
Wieland_Agathon_1794_11,Wieland_Agathon_1794_6,1,undirected
Wieland_Agathon_1794_11,Wieland_Agathon_1794_10,7,undirected
Wieland_Agathon_1794_11,Wieland_Agathon_1794_12,20,undirected
Wieland_Agathon_1794_11,Wieland_Agathon_1794_13,55,undirected
Wieland_Agathon_1794_11,Wieland_Agathon_1794_14,37,undirected
Wieland_Agathon_1794_11,Wieland_Agathon_1794_15,128,undirected
Wieland_Agathon_1794_11,Wieland_Agathon_1794_16,4,undirected
Wieland_Agathon_1794_12,Wieland_Agathon_1794_8,17,undirected
Wieland_Agathon_1794_12,Wieland_Agathon_1794_11,20,undirected
Wieland_Agathon_1794_12,Wieland_Agathon_1794_13,138,undirected
Wieland_Agathon_1794_12,Wieland_Agathon_1794_14,70,undirected
Wieland_Agathon_1794_12,Wieland_Agathon_1794_15,6,undirected
Wieland_Agathon_1794_13,Wieland_Agathon_1794_8,6,undirected
Wieland_Agathon_1794_13,Wieland_Agathon_1794_9,2,undirected
Wieland_Agathon_1794_13,Wieland_Agathon_1794_11,55,undirected
Wieland_Agathon_1794_13,Wieland_Agathon_1794_12,138,undirected
Wieland_Agathon_1794_13,Wieland_Agathon_1794_14,161,undirected
Wieland_Agathon_1794_13,Wieland_Agathon_1794_15,119,undirected
Wieland_Agathon_1794_14,Wieland_Agathon_1794_4,23,undirected
Wieland_Agathon_1794_14,Wieland_Agathon_1794_8,73,undirected
Wieland_Agathon_1794_14,Wieland_Agathon_1794_9,96,undirected
Wieland_Agathon_1794_14,Wieland_Agathon_1794_10,8,undirected
Wieland_Agathon_1794_14,Wieland_Agathon_1794_11,37,undirected
Wieland_Agathon_1794_14,Wieland_Agathon_1794_12,70,undirected
Wieland_Agathon_1794_14,Wieland_Agathon_1794_13,161,undirected
Wieland_Agathon_1794_14,Wieland_Agathon_1794_15,77,undirected
Wieland_Agathon_1794_14,Wieland_Agathon_1794_16,5,undirected
Wieland_Agathon_1794_15,Wieland_Agathon_1794_1,1,undirected
Wieland_Agathon_1794_15,Wieland_Agathon_1794_8,6,undirected
Wieland_Agathon_1794_15,Wieland_Agathon_1794_9,8,undirected
Wieland_Agathon_1794_15,Wieland_Agathon_1794_10,79,undirected
Wieland_Agathon_1794_15,Wieland_Agathon_1794_11,128,undirected
Wieland_Agathon_1794_15,Wieland_Agathon_1794_12,6,undirected
Wieland_Agathon_1794_15,Wieland_Agathon_1794_13,119,undirected
Wieland_Agathon_1794_15,Wieland_Agathon_1794_14,77,undirected
Wieland_Agathon_1794_15,Wieland_Agathon_1794_16,22,undirected
